name,logP,logD,Vd,PPB,MW,theory_score,ile_prob,category,ad_flag,rank
Cetyl alcohol,5.46,3.565,14.424,96.83,242.4,60.0,97.5,High,ok,303
Dienestrol,4.605,3.555,0.15,96.292,266.3,100.0,97.5,High,ok,304
Daridorexant,4.265,3.55,2.741,100.209,450.9,82.5,97.5,High,ok,305
Amiodarone,6.936,3.561,43.286,91.314,645.3,60.0,97.5,High,domain-edge (prediction unreliable),306
"2,2'-Dibenzothiazyl disulfide",5.705,3.557,6.795,97.33,332.5,66.7,97.5,High,ok,307
Terfenadine,6.446,3.539,7.656,97.39,471.7,64.6,97.5,High,ok,308
Piperaquine,5.424,3.528,25.684,96.271,535.5,60.0,97.4,High,ok,309
Maralixibat,6.625,3.528,12.647,101.538,675.0,60.0,97.4,High,domain-edge (prediction unreliable),310
Phenoxybenzamine,4.195,3.528,5.471,91.497,303.8,70.5,97.4,High,ok,311
Axitinib,4.639,3.522,2.732,99.612,386.5,82.5,97.4,High,ok,312
Tenapanor,6.157,3.53,29.831,96.551,1145.1,60.0,97.4,High,domain-edge (prediction unreliable),313
Flutemetamol (18F),3.85,3.51,7.633,97.485,273.3,64.7,97.4,High,ok,314
Butaperazine,4.91,3.526,9.697,99.901,409.6,60.5,97.4,High,ok,315
Nefazodone,3.552,3.534,5.265,99.524,470.0,71.1,97.4,High,ok,316
Bitolterol,5.163,3.535,4.678,103.889,461.6,73.2,97.4,High,ok,317
Etofamide,4.556,3.518,4.689,97.911,427.3,73.2,97.4,High,ok,318
Chlorprothixene,5.188,3.51,15.301,96.177,315.9,60.0,97.4,High,ok,319
Ezetimibe,4.888,3.491,1.944,96.134,409.4,88.5,97.3,High,ok,320
Flurpiridaz F-18,3.717,3.485,2.495,96.098,367.8,84.1,97.3,High,ok,321
Zotepine,4.881,3.484,13.076,97.962,331.9,60.0,97.3,High,ok,322
Distearyldimonium,13.586,3.501,31.615,95.914,551.1,60.0,97.3,High,ok,323
Prochlorperazine,4.58,3.487,13.923,96.899,374.0,60.0,97.3,High,ok,324
alpha-Tocopherol succinate,8.905,3.508,8.252,107.364,530.8,63.3,97.3,High,ok,325
Perflexane,4.652,3.492,10.037,87.455,338.0,60.0,97.3,High,ok,326
Paclitaxel,3.736,3.495,2.837,105.542,853.9,81.9,97.3,High,domain-edge (prediction unreliable),327
Elacestrant,5.852,3.483,11.492,100.252,458.6,60.0,97.3,High,ok,328
Boscalid,5.308,3.498,5.707,98.106,343.2,69.7,97.3,High,ok,329
Amiloxate,3.298,3.494,2.457,95.904,248.3,84.4,97.3,High,ok,330
Bioallethrin,4.002,3.492,1.752,88.62,302.4,90.3,97.3,High,ok,331
Levoketoconazole,4.206,3.502,11.555,95.56,531.4,60.0,97.3,High,ok,332
Syrosingopine,4.698,3.505,4.745,103.563,666.7,73.0,97.3,High,domain-edge (prediction unreliable),333
Beclomethasone dipropionate,4.087,3.464,1.538,101.822,521.1,92.5,97.2,High,ok,334
Infigratinib,5.354,3.478,15.599,96.098,560.5,60.0,97.2,High,ok,335
Dioxybenzone,2.337,3.466,0.941,99.476,244.2,100.0,97.2,High,ok,336
Levonorgestrel,3.883,3.463,1.592,93.256,312.5,91.9,97.2,High,ok,337
Florbetaben F-18,4.28,3.464,14.276,94.932,358.4,60.0,97.2,High,ok,338
Candesartan cilexetil,6.319,3.47,-9.07,110.269,610.7,100.0,97.2,High,domain-edge (prediction unreliable),339
Rupatadine,5.635,3.472,10.836,94.022,416.0,60.0,97.2,High,ok,340
Tezacaftor,3.395,3.463,10.095,98.867,520.5,60.0,97.2,High,ok,341
Stanozolol,4.118,3.448,7.922,97.037,328.5,64.0,97.1,High,ok,342
Tazemetostat,4.735,3.45,13.8,96.675,572.8,60.0,97.1,High,ok,343
Pregnenolone,4.515,3.45,1.934,92.682,316.5,88.5,97.1,High,ok,344
Clobetasol propionate,4.103,3.452,1.811,96.597,467.0,89.7,97.1,High,ok,345
Ditazole,2.8,3.443,3.553,98.473,324.4,78.0,97.1,High,ok,346
Isradipine,2.582,3.431,1.467,102.185,371.4,93.3,97.1,High,ok,347
Desoxycorticosterone acetate,4.267,3.441,-1.629,99.641,372.5,100.0,97.1,High,ok,348
Futibatinib,1.785,3.454,4.989,99.973,418.5,72.1,97.1,High,ok,349
Lovastatin,4.196,3.449,3.963,98.308,404.5,76.1,97.1,High,ok,350
Chlorothymol,3.477,3.445,7.099,83.147,184.7,66.0,97.1,High,ok,351
Voxilaprevir,4.957,3.438,-1.75,104.527,868.9,100.0,97.1,High,domain-edge (prediction unreliable),352
Estradiol,3.609,3.437,3.067,95.068,272.4,80.5,97.1,High,ok,353
Estrone,3.817,3.435,1.117,94.695,270.4,98.1,97.1,High,ok,354
Amylmetacresol,3.433,3.431,3.686,87.592,178.3,77.3,97.1,High,ok,355
Segesterone acetate,4.185,3.413,-1.289,99.631,370.5,100.0,97.0,High,ok,356
Ponatinib,4.456,3.413,13.112,98.499,532.6,60.0,97.0,High,ok,357
Acetyldigitoxin,3.818,3.429,4.897,101.143,807.0,72.4,97.0,High,domain-edge (prediction unreliable),358
Flortaucipir F-18,3.917,3.409,7.058,96.753,262.3,66.1,97.0,High,ok,359
Artemotil,3.231,3.428,6.673,87.52,312.4,67.0,97.0,High,ok,360
Ciprocinonide,3.328,3.413,2.341,96.999,520.6,85.2,97.0,High,ok,361
Nilotinib,6.356,3.418,4.116,96.087,529.5,75.4,97.0,High,ok,362
Zuranolone,4.344,3.413,0.388,99.971,409.6,100.0,97.0,High,ok,363
Terconazole,4.463,3.415,17.649,95.639,532.5,60.0,97.0,High,ok,364
P-nitrobiphenyl,3.262,3.413,-0.509,94.119,199.2,100.0,97.0,High,ok,365
Dabrafenib,5.365,3.417,-2.449,102.707,519.6,100.0,97.0,High,ok,366
Dicyclomine,4.402,3.409,15.026,88.029,309.5,60.0,97.0,High,ok,367
Medroxyprogesterone acetate,4.655,3.421,-1.038,100.976,386.5,100.0,97.0,High,ok,368
Saquinavir,3.092,3.412,-0.511,103.235,670.9,100.0,97.0,High,domain-edge (prediction unreliable),369
Loteprednol etabonate,3.917,3.406,2.486,98.44,467.0,84.2,97.0,High,ok,370
Prazepam,3.934,3.385,3.084,98.258,324.8,80.4,96.9,High,ok,371
Norethynodrel,3.637,3.386,0.133,93.049,298.4,100.0,96.9,High,ok,372
Hydrocortisone probutate,4.094,3.391,-0.362,102.051,488.6,100.0,96.9,High,ok,373
Troglitazone,4.374,3.401,-3.214,103.49,441.5,100.0,96.9,High,ok,374
Brexanolone,4.595,3.393,3.015,94.458,318.5,80.8,96.9,High,ok,375
Daclatasvir,6.222,3.402,0.084,101.514,738.9,100.0,96.9,High,domain-edge (prediction unreliable),376
Fluphenazine,4.308,3.397,13.514,98.032,437.5,60.0,96.9,High,ok,377
Etripamil,4.862,3.386,4.143,94.162,452.6,75.3,96.9,High,ok,378
Fluclorolone acetonide,3.883,3.4,5.478,96.918,487.4,70.5,96.9,High,ok,379
Ganaxolone,4.985,3.393,3.392,92.619,332.5,78.8,96.9,High,ok,380
Suzetrigine,3.546,3.383,1.171,93.643,473.4,97.3,96.9,High,ok,381
Ketoconazole,4.206,3.386,11.75,94.463,531.4,60.0,96.9,High,ok,382
Rolapitant,5.73,3.382,4.262,98.296,500.5,74.8,96.9,High,ok,383
Methyl undecenoyl leucinate,3.997,3.382,4.96,93.889,311.5,72.2,96.9,High,ok,384
Larotrectinib,2.948,3.382,7.274,94.087,428.4,65.5,96.9,High,ok,385
Travoprost,4.427,3.388,5.343,96.708,500.6,70.9,96.9,High,ok,386
Bosutinib,5.19,3.391,16.92,98.577,530.5,60.0,96.9,High,ok,387
Megestrol acetate,4.575,3.393,-0.982,99.841,384.5,100.0,96.9,High,ok,388
Benziodarone,5.141,3.373,16.182,96.741,518.1,60.0,96.8,High,ok,389
Raloxifene,6.075,3.373,9.778,99.128,473.6,60.4,96.8,High,ok,390
Melphalan flufenamide,3.27,3.363,3.886,93.719,498.4,76.4,96.8,High,ok,391
Nilvadipine,2.458,3.373,0.286,102.45,385.4,100.0,96.8,High,ok,392
Trimebutine,3.736,3.372,1.108,94.523,387.5,98.2,96.8,High,ok,393
Megestrol,4.005,3.37,-0.17,92.954,342.5,100.0,96.8,High,ok,394
Levomenol,4.23,3.375,4.924,85.193,222.4,72.3,96.8,High,ok,395
Ivosidenib,4.325,3.38,-1.032,98.038,583.0,100.0,96.8,High,ok,396
Tibolone,3.883,3.366,1.045,93.218,312.5,99.2,96.8,High,ok,397
Benzyl benzoate,3.044,3.374,-1.339,92.164,212.2,100.0,96.8,High,ok,398
Gestrinone,3.723,3.346,0.955,92.862,308.4,100.0,96.7,High,ok,399
Anethole trithione,4.215,3.347,3.016,99.601,240.4,80.8,96.7,High,ok,400
Cinacalcet,6.142,3.355,7.712,98.996,357.4,64.5,96.7,High,ok,401
Bepridil,4.83,3.344,6.246,91.964,366.5,68.2,96.7,High,ok,402
Oxyphenisatin acetate,3.824,3.341,-4.372,99.633,401.4,100.0,96.7,High,ok,403
Phenprocoumon,4.041,3.348,2.284,98.211,280.3,85.7,96.7,High,ok,404
Asciminib,3.463,3.345,8.338,96.82,449.8,63.2,96.7,High,ok,405
Progesterone,4.724,3.345,-0.543,93.503,314.5,100.0,96.7,High,ok,406
Anthralin,2.233,3.336,2.191,98.789,226.2,86.4,96.7,High,ok,407
Oxybenzone,2.632,3.349,0.751,97.653,228.2,100.0,96.7,High,ok,408
Ibrexafungerp,8.618,3.348,4.216,106.689,730.1,75.0,96.7,High,domain-edge (prediction unreliable),409
Ticlopidine,3.96,3.335,7.381,89.772,263.8,65.3,96.6,High,ok,410
Sibutramine,4.738,3.328,12.157,87.3,279.9,60.0,96.6,High,ok,411
Dacomitinib,5.155,3.324,16.785,92.83,469.9,60.0,96.6,High,ok,412
Etifoxine,4.231,3.315,6.006,94.973,300.8,68.9,96.6,High,ok,413
Tucatinib,5.094,3.333,6.838,97.432,480.5,66.6,96.6,High,ok,414
Atogepant,3.948,3.315,3.218,92.751,603.5,79.7,96.6,High,domain-edge (prediction unreliable),415
Trametinib,3.94,3.327,10.344,94.703,615.4,60.0,96.6,High,domain-edge (prediction unreliable),416
Perphenazine,3.943,3.326,16.247,96.853,404.0,60.0,96.6,High,ok,417
Mifamurtide,1.152,3.334,5.493,105.365,1236.5,70.4,96.6,High,domain-edge (prediction unreliable),418
Nitrendipine,2.566,3.321,1.153,99.33,360.4,97.5,96.6,High,ok,419
Florbetapir F-18,3.675,3.3,15.211,92.387,359.4,60.0,96.5,High,ok,420
Propofol,3.639,3.303,3.306,78.526,178.3,79.2,96.5,High,ok,421
Rescinnamine,4.571,3.301,3.047,101.591,634.7,80.6,96.5,High,domain-edge (prediction unreliable),422
Montelukast,8.948,3.31,-0.138,105.041,586.2,100.0,96.5,High,ok,423
Amcinonide,3.524,3.307,0.622,97.393,502.6,100.0,96.5,High,ok,424
Difluprednate,3.52,3.298,0.286,100.013,508.6,100.0,96.5,High,ok,425
Triflupromazine,5.26,3.274,11.18,97.05,352.4,60.0,96.4,High,ok,426
Pretomanid,2.668,3.29,0.315,96.55,359.3,100.0,96.4,High,ok,427
Hexetidine,4.712,3.282,14.66,90.699,339.6,60.0,96.4,High,ok,428
Mibefradil,5.271,3.278,14.808,94.59,495.6,60.0,96.4,High,ok,429
Riluzole,2.777,3.283,5.901,94.458,234.2,69.2,96.4,High,ok,430
Clothiapine,4.13,3.29,10.083,95.285,343.9,60.0,96.4,High,ok,431
Etrasimod,6.928,3.288,-0.389,103.935,457.5,100.0,96.4,High,ok,432
Flavone,3.46,3.29,0.53,96.55,222.2,100.0,96.4,High,ok,433
Piperonyl butoxide,3.718,3.279,11.6,90.768,338.4,60.0,96.4,High,ok,434
Sotagliflozin,3.173,3.278,6.125,98.923,424.9,68.5,96.4,High,ok,435
Deuruxolitinib,3.466,3.265,-3.786,97.281,314.4,100.0,96.3,High,ok,436
Ulobetasol,3.09,3.252,0.941,87.311,428.9,100.0,96.3,High,ok,437
Sildenafil,1.611,3.266,1.647,100.711,474.6,91.3,96.3,High,ok,438
Benzylparaben,2.749,3.27,-1.712,92.919,228.2,100.0,96.3,High,ok,439
Darunavir,2.375,3.259,2.275,94.443,547.7,85.7,96.3,High,ok,440
Alpelisib,3.835,3.259,2.8,96.813,441.5,82.1,96.3,High,ok,441
Vilazodone,4.03,3.268,8.344,99.42,441.5,63.1,96.3,High,ok,442
Perflenapent,4.017,3.271,9.925,83.383,288.0,60.1,96.3,High,ok,443
Prenylamine,5.429,3.258,4.392,95.795,329.5,74.3,96.3,High,ok,444
Prednicarbate,3.699,3.267,0.658,100.563,488.6,100.0,96.3,High,ok,445
Reserpine,4.171,3.264,4.054,101.701,608.7,75.7,96.3,High,domain-edge (prediction unreliable),446
Gefitinib,4.276,3.267,19.836,93.225,446.9,60.0,96.3,High,ok,447
Adapalene,6.681,3.245,-8.838,108.768,412.5,100.0,96.2,High,ok,448
Simeprevir,5.254,3.236,-1.724,103.191,750.0,100.0,96.2,High,domain-edge (prediction unreliable),449
Phenyl salicylate,2.611,3.25,-1.05,91.873,214.2,100.0,96.2,High,ok,450
Procinonide,3.328,3.246,2.264,94.756,508.6,85.8,96.2,High,ok,451
Clotiazepam,3.778,3.24,1.909,98.579,318.8,88.8,96.2,High,ok,452
Trioxsalen,3.464,3.244,6.974,94.501,228.2,66.3,96.2,High,ok,453
Dipyridamole,-0.018,3.248,8.267,94.143,504.6,63.3,96.2,High,ok,454
Fendiline,5.559,3.246,5.15,95.186,315.5,71.5,96.2,High,ok,455
Enasidenib,4.293,3.233,8.739,94.018,473.4,62.3,96.2,High,ok,456
Leniolisib,2.885,3.25,10.946,90.374,450.5,60.0,96.2,High,ok,457
Thiothixene,3.471,3.247,8.633,96.388,443.6,62.6,96.2,High,ok,458
alpha-Amyl cinnamaldehyde,3.849,3.238,1.578,87.195,202.3,92.1,96.2,High,ok,459
Venetoclax,8.66,3.233,0.121,102.621,868.5,100.0,96.2,High,domain-edge (prediction unreliable),460
Neratinib,5.932,3.249,11.423,96.612,557.1,60.0,96.2,High,ok,461
Hexylresorcinol,3.221,3.239,3.581,87.785,194.3,77.8,96.2,High,ok,462
Deserpidine,4.163,3.249,3.392,101.096,578.7,78.8,96.2,High,ok,463
Floctafenine,3.507,3.233,6.968,99.908,406.4,66.3,96.2,High,ok,464
Loxapine,3.771,3.221,12.149,93.788,327.8,60.0,96.1,High,ok,465
Nintedanib,3.616,3.228,3.468,100.196,539.6,78.4,96.1,High,ok,466
Mometasone,3.412,3.213,1.731,90.431,427.4,90.5,96.1,High,ok,467
Duvelisib,4.484,3.231,5.484,98.018,416.9,70.4,96.1,High,ok,468
Papaverine,3.86,3.218,-0.225,95.462,339.4,100.0,96.1,High,ok,469
Loperamide,5.088,3.229,10.177,92.273,477.0,60.0,96.1,High,ok,470
Olutasidenib,2.925,3.215,8.42,95.974,354.8,63.0,96.1,High,ok,471
Halazepam,4.086,3.217,3.512,95.499,352.7,78.2,96.1,High,ok,472
Selpercatinib,3.284,3.211,1.885,100.938,525.6,89.0,96.0,High,ok,473
Metergoline,4.065,3.207,3.213,95.199,403.5,79.7,96.0,High,ok,474
Artemether,2.841,3.212,5.422,84.806,298.4,70.6,96.0,High,ok,475
Methotrimeprazine,4.496,3.21,8.065,95.736,328.5,63.7,96.0,High,ok,476
Benfluorex,4.083,3.198,4.745,96.386,351.4,73.0,96.0,High,ok,477
Rimexolone,4.497,3.21,1.265,91.23,370.5,95.9,96.0,High,ok,478
Dydrogesterone,4.5,3.203,-0.454,91.208,312.5,100.0,96.0,High,ok,479
Avatrombopag,6.581,3.204,3.94,103.81,649.7,76.2,96.0,High,domain-edge (prediction unreliable),480
Deutivacaftor,5.081,3.2,-8.425,106.109,401.6,100.0,96.0,High,ok,481
Isoflavone,3.46,3.212,-0.917,94.728,222.2,100.0,96.0,High,ok,482
Nomegestrol acetate,4.185,3.204,-1.152,96.727,370.5,100.0,96.0,High,ok,483
Abemaciclib,4.937,3.203,21.77,89.483,506.6,60.0,96.0,High,ok,484
Osimertinib,4.51,3.198,13.553,95.378,499.6,60.0,96.0,High,ok,485
Rotigotine,4.266,3.207,5.299,88.841,315.5,71.0,96.0,High,ok,486
Chlorpromazine,4.894,3.211,13.293,95.132,318.9,60.0,96.0,High,ok,487
Afatinib,4.39,3.202,17.242,92.584,485.9,60.0,96.0,High,ok,488
Vericiguat,2.557,3.18,0.748,95.62,426.4,100.0,95.9,High,ok,489
Monobenzone,2.971,3.191,0.499,87.431,200.2,100.0,95.9,High,ok,490
Propiomazine,4.832,3.178,7.428,94.189,340.5,65.2,95.9,High,ok,491
Siponimod,6.773,3.191,-0.706,102.745,516.6,100.0,95.9,High,ok,492
Paritaprevir,3.637,3.18,-8.083,104.288,765.9,100.0,95.9,High,domain-edge (prediction unreliable),493
Norelgestromin,4.144,3.18,-0.433,98.166,327.5,100.0,95.9,High,ok,494
Canagliflozin,2.968,3.19,5.015,99.215,444.5,72.0,95.9,High,ok,495
Amprenavir,2.403,3.19,1.718,93.113,505.6,90.6,95.9,High,ok,496
Erlotinib,3.405,3.177,14.597,94.821,393.4,60.0,95.9,High,ok,497
Selumetinib,3.526,3.168,15.75,92.81,457.7,60.0,95.8,High,ok,498
Thiram,2.061,3.169,2.304,84.777,240.4,85.5,95.8,High,ok,499
Telotristat ethyl,4.989,3.173,8.758,97.752,575.0,62.3,95.8,High,ok,500
Asenapine,4.259,3.172,14.095,86.406,285.8,60.0,95.8,High,ok,501
Thallous chloride Tl-201,0.309,3.172,3.105,77.834,236.4,80.3,95.8,High,ok,502
Bexarotene,6.104,3.172,-4.568,107.215,348.5,100.0,95.8,High,ok,503
Halcinonide,3.889,3.17,2.622,87.149,455.0,83.3,95.8,High,ok,504
Lusutrombopag,8.524,3.153,3.839,103.133,591.6,76.6,95.7,High,ok,505
Nomegestrol,3.614,3.146,-0.147,88.436,328.5,100.0,95.7,High,ok,506
Norgestimate,4.715,3.148,-1.855,102.914,369.5,100.0,95.7,High,ok,507
Brigatinib,5.09,3.153,18.566,91.575,584.1,60.0,95.7,High,ok,508
Iloperidone,4.827,3.157,9.468,95.861,426.5,61.0,95.7,High,ok,509
Pimavanserin,4.667,3.15,7.518,90.534,427.6,65.0,95.7,High,ok,510
Lansoprazole,3.515,3.152,0.023,96.224,369.4,100.0,95.7,High,ok,511
Phenylethyl resorcinol,3.25,3.144,1.94,86.4,214.3,88.5,95.7,High,ok,512
Aprepitant,4.952,3.144,-2.159,102.82,534.4,100.0,95.7,High,ok,513
Albendazole,3.243,3.151,6.993,97.233,265.3,66.2,95.7,High,ok,514
Laurocapram,5.31,3.128,9.439,87.289,281.5,61.0,95.6,High,ok,515
Fruquintinib,3.854,3.125,4.248,97.176,393.4,74.9,95.6,High,ok,516
Dihydroergocristine,2.717,3.129,4.286,94.872,611.7,74.7,95.6,High,domain-edge (prediction unreliable),517
Glafenine,3.142,3.135,11.778,98.48,372.8,60.0,95.6,High,ok,518
Bromhexine,4.558,3.125,13.898,88.198,376.1,60.0,95.6,High,ok,519
Amodiaquine,5.179,3.129,28.024,88.77,355.9,60.0,95.6,High,ok,520
Norethisterone,3.493,3.139,0.317,89.494,298.4,100.0,95.6,High,ok,521
Flubendazole,3.111,3.114,3.387,98.57,313.3,78.8,95.5,High,ok,522
Leflunomide,3.254,3.108,4.905,93.546,270.2,72.4,95.5,High,ok,523
Avanafil,2.432,3.123,5.132,94.024,484.0,71.6,95.5,High,ok,524
Dexlansoprazole,3.515,3.123,0.207,94.473,369.4,100.0,95.5,High,ok,525
Metixene,5.015,3.122,9.997,88.034,309.5,60.0,95.5,High,ok,526
Danicopan,3.74,3.121,0.349,97.711,580.4,100.0,95.5,High,ok,527
Cariprazine,4.336,3.118,11.992,89.855,427.4,60.0,95.5,High,ok,528
Clobetasone,3.35,3.121,-0.802,87.464,408.9,100.0,95.5,High,ok,529
Pinaverium,5.292,3.11,17.12,91.084,511.5,60.0,95.5,High,ok,530
Domperidone,3.353,3.122,9.615,94.963,425.9,60.7,95.5,High,ok,531
Nonivamide,3.768,3.109,2.383,92.614,293.4,84.9,95.5,High,ok,532
Valproate bismuth,2.477,3.11,3.328,104.474,143.2,79.1,95.5,High,ok,533
Selinexor,3.387,3.104,1.821,95.767,443.3,89.6,95.4,High,ok,534
Palovarotene,6.149,3.102,-4.147,105.954,414.5,100.0,95.4,High,ok,535
Morpholinylmercaptobenzothiazole,2.636,3.093,2.501,87.212,252.4,84.1,95.4,High,ok,536
Clomipramine,4.528,3.077,12.333,93.992,314.9,60.0,95.3,High,ok,537
Sertraline,5.18,3.088,14.147,92.758,306.2,60.0,95.3,High,ok,538
Clobetasol,3.142,3.082,0.841,85.696,410.9,100.0,95.3,High,ok,539
Nabumetone,3.37,3.081,-0.931,91.872,228.3,100.0,95.3,High,ok,540
Deutetrabenazine,3.238,3.059,0.737,91.63,323.5,100.0,95.2,High,ok,541
Capsaicin,3.79,3.062,0.99,91.125,305.4,100.0,95.2,High,ok,542
Isavuconazole,4.243,3.062,2.306,92.5,437.5,85.5,95.2,High,ok,543
Midazolam,4.324,3.059,4.524,90.925,325.8,73.8,95.2,High,ok,544
Vinblastine,3.991,3.067,11.291,96.644,811.0,60.0,95.2,High,domain-edge (prediction unreliable),545
Tideglusib,3.262,3.066,-7.001,102.522,334.4,100.0,95.2,High,ok,546
Bisoxatin,3.373,3.068,-2.627,97.654,333.3,100.0,95.2,High,ok,547
Chlorcyclizine,3.677,3.069,10.084,89.22,300.8,60.0,95.2,High,ok,548
Avapritinib,2.608,3.054,4.945,92.366,498.6,72.2,95.1,High,ok,549
Betulinic Acid,7.09,3.045,-1.862,105.735,456.7,100.0,95.1,High,ok,550
Dasabuvir,4.024,3.055,-7.857,104.378,493.6,100.0,95.1,High,ok,551
Latanoprost,4.186,3.046,5.077,88.982,432.6,71.8,95.1,High,ok,552
Digitoxin,3.247,3.055,5.259,96.698,765.0,71.2,95.1,High,domain-edge (prediction unreliable),553
Pirtobrutinib,3.432,3.056,0.27,95.056,479.4,100.0,95.1,High,ok,554
Quinupramine,4.018,3.048,2.487,89.679,304.4,84.2,95.1,High,ok,555
Flavoxate,4.411,3.054,6.625,96.12,391.5,67.2,95.1,High,ok,556
Darifenacin,3.958,3.044,-1.598,96.467,426.6,100.0,95.1,High,ok,557
Lenvatinib,4.072,3.044,5.43,95.452,426.9,70.6,95.1,High,ok,558
Benzophenone,2.918,3.058,1.573,87.948,182.2,92.1,95.1,High,ok,559
Latanoprostene bunod,3.767,3.05,2.993,94.065,507.6,81.0,95.1,High,ok,560
Clemastine,5.104,3.03,10.746,93.464,343.9,60.0,95.0,High,ok,561
Terbinafine,4.877,3.036,4.316,89.825,291.4,74.6,95.0,High,ok,562
Dantron,1.873,3.037,3.724,99.29,240.2,77.2,95.0,High,ok,563
Macitentan,3.573,3.036,0.818,101.172,588.3,100.0,95.0,High,ok,564
Novobiocin,3.627,3.042,3.538,100.754,612.6,78.0,95.0,High,domain-edge (prediction unreliable),565
Idelalisib,3.754,3.031,4.284,95.757,415.4,74.7,95.0,High,ok,566
Ingenol mebutate,2.332,3.038,3.615,84.98,430.5,77.7,95.0,High,ok,567
Isoxaflutole,3.205,3.032,2.708,95.8,359.3,82.7,95.0,High,ok,568
Zucapsaicin,3.79,3.043,1.026,89.709,305.4,99.6,95.0,High,ok,569
Tirbanibulin,3.319,3.013,3.606,95.34,431.5,77.7,94.9,High,ok,570
Gemeprost,3.976,3.027,2.856,84.555,394.6,81.8,94.9,High,ok,571
Benzoyl peroxide,2.615,3.027,-2.133,97.114,242.2,100.0,94.9,High,ok,572
Oxyphenisatin,3.384,3.024,-1.884,92.286,317.3,100.0,94.9,High,ok,573
Flutamide,3.208,3.026,3.45,86.546,276.2,78.5,94.9,High,ok,574
Profenamine,5.02,3.024,14.982,86.697,312.5,60.0,94.9,High,ok,575
Dihydro-alpha-ergocryptine,2.521,3.024,7.994,89.523,577.7,63.9,94.9,High,ok,576
Pergolide,4.271,3.022,11.183,87.54,314.5,60.0,94.9,High,ok,577
Drospirenone,4.306,3.019,-0.548,96.626,366.5,100.0,94.9,High,ok,578
Remdesivir,2.312,3.0,3.875,90.46,602.6,76.5,94.8,High,domain-edge (prediction unreliable),579
Clofibrate,3.061,2.999,6.622,88.318,242.7,67.1,94.8,High,ok,580
Lumateperone,3.917,2.999,6.494,86.139,393.5,67.5,94.8,High,ok,581
"1,2-dichlorobenzene",2.993,3.011,10.076,73.225,147.0,60.0,94.8,High,ok,582
Perampanel,4.438,3.008,-4.347,97.034,349.4,100.0,94.8,High,ok,583
Moricizine,4.107,3.0,6.62,94.979,427.5,67.2,94.8,High,ok,584
Boceprevir,1.711,2.999,-0.417,90.296,519.7,100.0,94.8,High,ok,585
Ergotamine,1.991,2.996,2.233,93.147,581.7,85.9,94.7,High,ok,586
Epicriptine,2.521,2.993,7.436,88.538,577.7,65.0,94.7,High,ok,587
Perflubutane,3.382,2.993,9.395,77.98,238.0,60.9,94.7,High,ok,588
Pyrvinium,5.308,2.989,16.313,89.833,382.5,59.8,94.7,High,ok,589
Tafenoquine,5.911,2.983,19.614,96.787,463.5,59.7,94.6,High,ok,590
Pimethixene,4.679,2.98,6.39,88.992,293.4,67.3,94.6,High,ok,591
Chlorquinaldol,3.556,2.984,9.257,88.226,228.1,61.0,94.6,High,ok,592
Hydroxydione,3.776,2.98,1.01,92.718,332.5,99.2,94.6,High,ok,593
Cupric oxide,-0.121,2.966,0.983,84.905,63.5,98.9,94.5,High,domain-edge (prediction unreliable),594
Grazoprevir,3.302,2.964,-4.366,104.071,766.9,98.8,94.5,High,domain-edge (prediction unreliable),595
Pizotifen,4.374,2.958,4.812,89.998,295.5,71.7,94.5,High,ok,596
Trazodone,2.362,2.964,6.809,88.766,371.9,65.9,94.5,High,ok,597
Methylprednisolone aceponate,3.335,2.968,-0.535,98.346,472.6,98.9,94.5,High,ok,598
Nonoxynol-9,4.484,2.958,24.141,82.691,616.8,59.2,94.5,High,domain-edge (prediction unreliable),599
Carphenazine,3.882,2.967,11.364,95.052,425.6,59.3,94.5,High,ok,600
Nicergoline,3.911,2.948,9.744,93.486,484.4,59.4,94.4,High,ok,601
Efavirenz,4.073,2.955,8.058,91.33,315.7,62.8,94.4,High,ok,602
Ruxolitinib,3.466,2.945,7.365,91.946,306.4,64.1,94.4,High,ok,603
Ubrogepant,3.531,2.955,0.074,94.473,549.6,98.5,94.4,High,ok,604
Fluindione,2.989,2.943,0.292,86.893,240.2,98.1,94.4,High,ok,605
Cyclandelate,3.478,2.953,2.985,86.292,276.4,79.7,94.4,High,ok,606
Iron sucrose,-15.001,2.948,4.454,109.91,342.3,72.8,94.4,High,ok,607
Clozapine,3.723,2.932,13.22,90.93,326.8,58.6,94.3,High,ok,608
Lenacapavir,7.663,2.938,-5.371,99.728,968.3,97.9,94.3,High,domain-edge (prediction unreliable),609
Clascoterone,3.772,2.94,0.412,97.109,402.5,98.0,94.3,High,ok,610
Zanubrutinib,4.223,2.93,1.777,97.07,471.6,87.9,94.3,High,ok,611
Carvedilol,3.738,2.923,5.012,102.949,406.5,70.2,94.2,High,ok,612
Lazertinib,4.104,2.925,7.821,92.166,554.7,62.7,94.2,High,ok,613
Acetomenaphthone,2.999,2.92,-0.216,88.615,258.3,97.3,94.2,High,ok,614
Salicylanilide,2.645,2.917,1.377,87.667,213.2,91.8,94.2,High,ok,615
Cilostazol,3.465,2.917,-1.447,98.205,369.5,97.2,94.2,High,ok,616
Verapamil,5.093,2.906,4.232,83.553,454.6,72.6,94.1,High,ok,617
Vimseltinib,3.559,2.905,12.065,93.247,431.5,58.1,94.1,High,ok,618
